date,text
2021-11-04,chevron debuts first renewable motor oil productus governors explore statelevel way to expand biofuel salesopec rebuffs us calls for speedier oil output increasescarbonintel israeli startup develops balloons to capture carbonshell to end crude refining at german sitephillips 66 to begin repairs on two units at shut louisiana refinerygrace congratulates unipol® for first year of successful operationindia glycols limited and shell catalysts technologies achieve growth in sustainable chemicals
2021-11-05,shell plans to restart deer park texas reformer next weekus sets goal to drive down cost of removing co2 from atmospherescientific design company announces the successful startup of the eoeg plantus epa rejects one small refinery exemption for 2019 compliance yearthirumalai chemicals to begin new investment project
2021-11-08,phillips 66 to convert refinery to terminal facilitycarbonintel indonesia ccs deal could need 500 mmoil rises after aramco raises crude selling pricechinas crude oil imports in oct fall to lowest in three yearslummus and braskem partner to license technology for two green ethylene projectslianyungang petrochemical selected again lyondellbasell’s hostalen acp technologyplastic energy and axens to collaborate in the field of advanced recycling of plastic wastehaldor topsoe hyundai oilbank to develop green energy solutions
2021-11-09,indias october fuel demand surges gasoline sales hit recordexxonmobil announces fid for mega china petchem projectqatar petroleum raises crude prices in decemberaramco predicts oil spare capacity to diminish as jet demand returnscanadas oil sands tiptoe to record output but keep a lid on spendingcrude oil demand returns faster than supply increasing prices and reducing inventoriescarbonintel exxonmobil petronas to study ccs in malaysia
2021-11-10,carbonintel countries agree to create green shipping lanes in pursuit of zero carboncarbonintel zpc studies crude to petrochemical technology to cut carbonoil climbs on surprise us crude stocks declineaustralia to set up 740 mm fund to develop lowemissions technologyhoneywell enables first jet flights with sustainable aviation fuel produced from microalgaeshell baker hughes sign collaboration agreement to accelerate energy transitioncarbonintel worley awarded services contract by oxy low carbon ventures
2021-11-11,valero louisiana refinerys soot pollution exceeds us limitus oil refiners bet the farm biden will back them on biofuelsavfuel and neste deliver sustainable aviation fuel to dallasbig west oil proceeds with honeywell to revamp alkylation unitnorthern petrochemical corporation announces 25b projectasias crude oil refiners profit as chinas fuel exports fade
2021-11-12,eia predicts falling crude oil prices in 2022japans refiners look to invest bumper profits in energy transitiondubai to host cop28 climate conference in 2023api updates ghg compendium to improve emissions reportingsuccessful sale of aker bp sharesoil prices head for weekly dip as dollar firmspetrobras sells shale oil unit to canadian bankafrica has sights set on hydrocarbon haul despite global shift
2021-11-13,fire strikes storage unit at indonesias pertamina refinery complex
2021-11-15,technip petronas collaborate to accelerate the development of carbon capture technologiesoil prices slide on expectations of higher crude supplycaribbean refinery bidders face unknown environmental costsevonik to expand plasticizer portfolioadnoc and borealis partner to expand borouge facilityongc sells cargo of russian sokol crude
2021-11-16,us epa will not rewrite airplane emissions rules finalized under trumpcitgo posts 4 mm quarterly loss reshuffles boardnaes partners with abs to strengthen industrial cybersecuritychina draws on crude oil inventories amid weak importssri lanka shuts only oil refinery to manage forex crisisaxens launches new catalyst technologymitsui gs energy join taziz on blue ammonia project
2021-11-17,trafigura plans to exit jv with rosneftsinopec completes successful trial of crude to olefin technologysk innovation to use honeywell technology for co2 capture study in koreaneste to receive funding from the eu innovation fund to develop its porvoo refinerycarbonintel dnv equinor partner to develop software for safe ccshaldor topsoe green fuel to develop scalable technologies for green ammonia
2021-11-18,sinochems shandongbased refiners told to rectify fuel tax practicepetroecuador grants fuel oil export contract to trafiguraus epa proposes compliance deadline extension for biofuel lawskpic selects lummus for ahu contractcarbonintel exxon lays groundwork for carbon storage project at offshore auctionbiden asks ftc to look into whether illegal conduct is raising gas prices
2021-11-19,arbor renewable gas announces plant site locationsabb zume to accelerate transition away from single use plasticseni bf partner to develop sustainable agricultural products for biofuel productioniea lifts 2022 average crude oil price assumptionvenezuelan petrochemicals arrive in us despite washington trade curbsrosneft acquires share in pck refineryus lawmakers weigh tax credit for soybean oilbased aviation fuellimetree bay refinery sold for 20 mm to st croix company
2021-11-20,australia promotes biofuels growth to help fight climate change
2021-11-22,marsden point to switch to importonly terminalair liquide basf to develop world’s largest crossborder ccs value chaineni could list more than 30 of its retailrenewables unitexergy awarded a contract for a waste heat recovery projectlummus signs loi with phigenesis to develop a new chemical recycling facilityaxens announces a price increase for its catalysts and adsorbentstechnip energies svante to develop co2 capture projects in europe and middle east
2021-11-23,burnaby refinery maintaining fuel supply after british columbia floodsoil falls on expected deal to tap emergency crude reservesshell halves singapore refining capacity to change chemical feedstockeu drafts plan to cut methane emissions from oil and gas industryshell builds singapore pyrolysis oil unit to convert plastic waste to chemicalseia expands data coverage of biofuelsneste proceeds into execution phase in the multiplhy project
